Term ID	Class	Description	Status
035-2997	035	Providing recommendations on {indicate consumer goods or services, e.g., cosmetics, food and wine, web hosting services, etc.} to consumers for commercial purposes	A
035-2998	035	Providing reviews of {indicate consumer goods or services, e.g., cosmetics, food and wine, web hosting services, etc.} to consumers for commercial purposes	A
009-5568	009	Wearable global positioning system (GPS)	A
036-1062	036	Fundraising services by means of sharing profits from the sale of socially responsible products with not-for-profit organizations, schools, and civic groups	M
036-1058	036	Charitable fundraising services by means of sharing profits from newspaper subscription sales with not-for-profit organizations	M
036-1055	036	Charitable fundraising services by means of providing individuals with the information and opportunity to make monetary donations to their favorite charity	M
036-1053	036	Fundraising services by means of organizing fundraisers for schools and other groups	M
044-2766	044	Beauty counseling	A
045-2497	045	Undertaking [funerary services]	D
045-2699	045	Funerary undertaking	A
030-1792	030	Vegan coffee-based beverages	A
029-1816	029	Tofu skin (Yuba)	A
035-2992	035	Administration of frequent flyer programs that allow members to redeem miles for points or awards offered by other loyalty programs	A
035-2993	035	Promoting the goods and services of others by distributing coupons	A
035-2994	035	Promoting the goods and services of others by means of a loyalty rewards card scheme	A
040-998	040	Custom manufacture of wigs	A
044-2767	044	Beauty counselling	A
006-1739	006	High tensile metal wire	A
006-1740	006	Metal fence wire strainers	A
006-1741	006	Metal fence wire tensioners	A
044-2768	044	Floral design services featuring {indicate specific flowers, e.g., dried arrangements, wildflower bouquets, etc.}	A
036-1060	036	Charitable fundraising services by means of organizing and conducting fundraising events to encourage intercollegiate athletic programs	M
036-1059	036	Charitable fundraising services by means of raising funds for college education costs	M
036-1056	036	Charitable fundraising services by means of eleemosynary services in the field of collection, management, and disbursements of money in connection with programs and facilities for the welfare of children	X
011-4091	011	Electric hobs	A
044-2761	044	Providing memory care nursing services within assisted living facilities	M
036-990	036	Charitable fundraising services by means of organizing and conducting musical entertainment events featuring food and wine	M
036-1063	036	Fundraising services by means of raising funds for the preservation of an historical site	M
036-1054	036	Fundraising services by means of organizing and conducting fundraising events to support the prevention of child abuse and neglect	M
036-1052	036	Fundraising services by means of organizing, arranging and conducting fundraising programs for the benefit of schools and non-profit organizations	M
036-1025	036	Charitable fundraising services by means of organizing and conducting fundraising food tasting events	M
008-4172	008	Weeding forks being hand tools	A
038-435	038	Providing an on-line forum for {indicate field or subject of forum}	A
038-483	038	Provision of online forums for users for the sharing and transmission of information and electronic media concerning environmental matters	X
041-2244	041	Arranging and conducting of seminars in the field of {indicate, e.g., telecommunications technology, economics, fashion, intellectual property law, etc.}	A
010-1953	010	Orthopaedic bandages	A
041-2223	041	Ticket reservation and booking for entertainment events	A
041-2225	041	Ticket reservation and booking for educational events	A
041-2226	041	Ticket reservation and booking for cultural events	A
041-1519	041	Educational services, namely, conducting {indicate specific modes of instruction, e.g., classes, seminars, conferences, workshops} in the field of {indicate specific field, e.g., intellectual property, business development, etc.} and distribution of course and educational materials in connection therewith	X
041-1409	041	Education services, namely, providing classes, seminars, workshops, tutoring, and mentoring in the field of middle and high school reform	X
041-1496	041	Education services, namely, providing hands-on opportunities for children in the field of intuitive engineering through live, broadcast, and on-line classes, seminars, workshops, training and curriculum development for children, parents and educators	D
041-1413	041	Education services, namely, providing {indicate form of educational activity, e.g., classes, seminars, workshops} in the fields of {indicate subject matter or fields of educational activity}	X
016-2561	016	Binding spines	A
030-1929	030	Protein-enriched coffee	A
030-1930	030	Protein-enriched coffee containing {indicate specific protein, e.g., whey protein, collagen, etc.}	A
016-2562	016	Binding combs	A
020-1959	020	Badges, not of metal, for vehicles	A
040-850	040	Reproduction of museum artwork	M
040-864	040	Paint mixing services	M
041-156	041	Rental of film projection equipment	A
043-120	043	Rental of table linens	A
043-2182	043	Rental of chafing dishes	A
043-2511	043	Rental of office furniture	A
045-2607	045	Rental of clutch purses	A
045-2512	045	Rental of evening wear	M
003-220	003	Styling lotions	A
005-1238	005	Liquid vitamin supplements	A
009-5784	009	Jewelers loupes	A
009-5785	009	Watchmakers loupes	A
010-274	010	Lip retractors	A
014-745	014	Diadems	A
014-632	014	Watch crystals	A
021-1127	021	Hair tinting bowls	A
030-702	030	Corn-based snack foods	A
036-87	036	Coin appraisal	A
041-2066	041	Rental of jukeboxes	A
041-783	041	Rental of surf boards	A
043-2180	043	Rental of beverage fountains	A
003-226	003	Lip cream	A
003-222	003	Sun creams	A
003-1643	003	Polishing rouge	X
006-166	006	Metal nuts	A
008-130	008	Planing blades	A
008-183	008	Whittling knives	A
009-329	009	Decorative refrigerator magnets	A
010-306	010	Hyperbaric oxygen chambers for medical purposes	A
010-357	010	Anastomosis devices	A
010-215	010	Endotracheal tubes	A
014-746	014	Grandfather clocks	A
018-721	018	Crossbody bags	A
018-135	018	Business cases	A
021-3996	021	Car washing mitts	A
021-4418	021	Fruit muddlers	M
021-47	021	Soup tureens	A
025-241	025	Thermal underwear	A
025-866	025	Long-sleeved shirts	A
043-123	043	Rental of portable modular buildings	A
045-2609	045	Rental of bridal clutches	X
045-2611	045	Rental of bridal gowns	X
011-295	011	Water filters	A
014-627	014	Master clocks	A
024-455	024	Baby blankets	A
025-108	025	Gym shorts	A
025-956	025	Gilets	A
025-93	025	Fur coats	A
028-4023	028	Dolls' beds	A
003-283	003	Sun tan lotion	A
003-197	003	Varnish removers	A
025-905	025	Sports pants	A
028-251	028	Bowling pins	A
028-75	028	Kicking tees	A
029-1833	029	Fruit, processed	A
036-284	036	Duty drawback services	A
036-216	036	Lease securitization	A
040-233	040	Blending of crude oil and synthetic oils	A
041-423	041	Rental of golf equipment	A
003-1487	003	Facial moisturizers	A
007-124	007	Electric scissors	A
009-348	009	Computer disc drives	A
009-505	009	Downloadable musical sound recordings	A
037-1205	037	Medical waste cleaning services	A
039-768	039	Medical waste transport services	A
043-25	043	Resort lodging services	M
025-730	025	Collar protectors	D
037-707	037	Hazardous waste disposal services	D
037-1069	037	Collection, removal and disposal of unwanted, or donated books for redistribution to various entities, including charities, book wholesalers, and retailers	D
037-245	037	Environmental remediation services, namely, waste disposal	D
037-937	037	Radiation source disposal services	D
037-641	037	Medical waste, blood and bodily fluid cleaning and disposal services	D
037-238	037	Waste disposal for others [cleaning service]	D
040-861	040	Hazardous waste management	D
040-613	040	Technical consulting in the field of solid and hazardous waste management	D
040-640	040	Industrial toxic waste disposal [treatment]	D
030-1782	030	Miso being condiments	A
009-5610	009	Downloadable children's educational computer applications	A
009-5611	009	Downloadable educational computer applications featuring instruction in the field of {specify subject matter}	A
009-5612	009	Downloadable educational media, namely, {indicate form of goods, e.g., audio files, video recordings, multimedia files, etc.} featuring {indicate subject matter or field}	A
009-5613	009	Downloadable tablet applications for {indicate function of software, e.g., managing bank accounts, editing photos, making restaurant reservations, etc., and, if software is content- or field-specific, the content or field of use}	A
009-5614	009	Recorded children's educational computer applications	A
009-5615	009	Recorded educational computer applications featuring instruction in the field of {specify subject matter}	A
009-1225	009	Mechanical remote controls for motors	A
033-51	033	Alcoholic beverage produced from a brewed malt base with natural flavors	D
005-2333	005	Muscle-rub preparations for the relief of pain	A
008-211	008	Flatware [whether or not made from or coated with precious metal]	D
033-252	033	Alcoholic malt beverages, except beers	A
033-253	033	Alcoholic flavored brewed malt beverages, except beers	A
008-4212	008	Flatware being knives, forks, and spoons	A
041-2260	041	Arranging and conducting of training courses in the field of {indicate specific field, e.g., photography, business law, etc.}	A
041-2262	041	Arranging and conducting of colloquia in the field of {indicate, e.g., pharmaceutical research, criminal law, economics, etc.}	A
041-2281	041	Arranging and conducting online workshops in the field of dietetic food	A
016-1733	016	Printed address books and printed diaries	M
016-665	016	Albums for {indicate type, e.g., coins, photographs, stamps} [NOTE: except record albums - Cl. 009]	D
016-2253	016	Role playing game equipment in the nature of printed game book manuals	M
016-798	016	Paper bar code labels	M
016-1473	016	Binders	D
016-1416	016	Printed birthday books	M
016-1291	016	Blackboard erasers	M
016-616	016	Printed booklets in the field of {indicate subject matter}	M
016-1636	016	Printed books in the field of memory training activities sold as a unit with two and three dimensional positionable figures	X
016-662	016	Brag books	M
016-1133	016	Printed score-books	M
042-2570	042	Providing information in the field of clinical research via a website	A
042-1054	042	Providing a web site featuring information about global warming and its effect on nature and the environment	A
042-1373	042	Providing a web site featuring information on chemical engineering methods for recycling of CO2 into transportation fuels	A
042-2572	042	Providing engineering information in the field of {indicate, e.g., water transportation, architectural design, etc.} via a website	A
016-1134	016	Printed score-cards	M
016-1910	016	Printed charts for displaying data about human height and also displaying a ruler for measuring a person's height	M
016-555	016	Printed circulars in the field of {specify subject matter}	M
016-2001	016	Printed coffee table books featuring {indicate field or subject matter}	M
016-562	016	Coin albums	A
016-1960	016	Collectable printed trading cards	M
016-648	016	Printed comic strips' comic features	M
041-1682	041	Providing a website featuring academic information in the field of biblical worldview education for the purpose of academic study	X
042-988	042	Providing a web site that features information on beach science	A
042-1987	042	Providing a website featuring information in the field of architectural design	A
016-313	016	Printed motivational cards	M
016-318	016	Printed news bulletins	M
016-1592	016	Printed notelets	M
016-2111	016	Holders for printed notepads	M
005-2272	005	Solvents for removing adhesive bandages	A
005-2273	005	Solvents for removing adhesive plasters	A
009-5733	009	Radio frequency identification (RFID) labels	A
043-2526	043	Brunch restaurants	A
009-5736	009	Profile gauges	A
002-577	002	Thinners for inks	A
009-5737	009	Blank near field communication (NFC) labels	A
009-5719	009	Radar reflector apparatus	A
029-1874	029	Pickled hot peppers	A
021-4675	021	Laundry baskets for household purposes	A
021-4676	021	Exfoliating brushes	A
021-4677	021	Metal scouring pads	A
029-1875	029	Edible frogs, not live	A
029-1876	029	Swordfish, not live	A
035-3048	035	Office support staff recruitment services	A
035-3049	035	Employment agency services relating to au pairs	A
035-3050	035	Auctioning of vehicles	A
035-3051	035	Conducting of business feasibility studies	A
035-3052	035	Staff placement services	A
035-3053	035	Advertising for motion picture films	A
035-3054	035	Business risk management services	A
028-4325	028	Pinball machines	A
030-1861	030	Toasted grain flour	A
032-383	032	Non-alcoholic carbonated beverages	A
032-384	032	Carbonated mineral water	A
032-386	032	Cranberry juice	A
032-387	032	De-alcoholized beer	A
032-389	032	Non-alcoholic fruit punch	A
032-390	032	Low-alcohol beer	A
032-391	032	Mixed fruit juices	A
032-392	032	Non-carbonated soft drinks	A
032-393	032	Pale ale	A
016-2530	016	Double-sided adhesive tapes for household use	A
028-4326	028	Fabric dolls	A
025-1554	025	Duffel coats	A
025-1555	025	Legwarmers	A
009-5720	009	Lithium secondary batteries	A
009-5721	009	Centrifuges used as laboratory apparatus	A
029-1878	029	Dried squid	A
009-5722	009	Boom poles for sound transmission apparatus	A
009-5723	009	Underwater power cables	A
030-1862	030	Shaved ices with sweetened red beans	A
007-4372	007	Engine fuel pumps	A
007-4373	007	Cutting devices being parts of machines	A
029-1879	029	Apple puree	A
001-2213	001	Industrial chemicals for use in the manufacture of varnishes	A
002-567	002	Lacquers for use by painters	A
012-1570	012	Vehicle safety belts for children	A
013-481	013	Cartridge case receivers for automatic firearms	A
013-483	013	Carrying cases adapted for firearms	A
013-484	013	Smoke projectiles for rockets	A
013-485	013	Smoke missiles for armoured vehicles and tanks	A
022-521	022	Awnings of synthetic materials	A
036-1252	036	Real estate investment consultancy	A
045-2709	045	Trademark watch services for legal advisory purposes	A
044-2783	044	Psychological testing for medical purposes	A
030-1870	030	Creme caramels	A
021-4598	021	Brushes for cleaning golf clubs	A
021-4599	021	Earthenware floor vases	A
028-4285	028	Divot repair tools being golf accessories	A
030-1793	030	Buckwheat tea	A
035-2991	035	Administration of frequent flyer programmes that allow members to redeem miles for points or awards offered by other loyalty programmes	A
009-5655	009	Downloadable application programming interface (API) software	A
016-734	016	Printed workbooks directed to {indicate subject matter}	M
044-2848	044	Providing information about health, wellness and nutrition via a website	A
044-2849	044	Providing information in the fields of diet and weight loss via a website	A
009-5897	009	Downloadable printable pocket calendars	A
009-5899	009	Downloadable printable price tags	A
006-1789	006	Reglets of metal for building	A
045-2718	045	Providing information about fashion via a website	A
009-5901	009	Downloadable printable record cards	A
016-2569	016	Printed trivia cards, other than for games	A
016-2570	016	Printed promotional scratch cards	A
045-1204	045	Providing a website featuring information regarding self-improvement	X
045-1182	045	Providing a web site featuring information in the fields of personal relationships, dating and fashion	M
045-971	045	Providing a web site featuring information about patents and patent applications	A
045-2720	045	Providing legal information via a website	A
035-3084	035	Providing public policy information via a website	A
045-2723	045	Providing information about ministerial services via a website	A
041-2298	041	Providing online non-downloadable videos in the field of {indicate field or subject matter of videos}	A
041-2299	041	Providing non-downloadable videos in the field of {indicate field or subject matter of videos} via a website	A
036-1188	036	Providing a website featuring information in the field of banking	A
039-865	039	Providing postal code information via a website	A
039-353	039	Providing a website featuring information in the field of postal codes	A
039-477	039	Providing a web site featuring information on chemical storage of energy derived from wind power	A
039-514	039	Providing a website featuring information about RV parking	A
041-1766	041	Educational services, namely, conducting {indicate specific modes of instruction, e.g., classes, seminars, conferences, workshops} in the field of {indicate specific field, e.g. pet care, math, tax preparation} and distribution of course materials in connection therewith in printed or electronic format	X
041-1446	041	Educational services, namely lectures, seminars, conferences and university courses concerning world wide hunger	D
041-1453	041	Educational services, namely, providing classes, seminars, workshops, presentations and retreats dealing with issues of concern for caregivers, partners, wives and husbands of the chronically ill and/or disabled	X
041-1511	041	Education services, namely, pre-kindergarten through 12th grade classroom instruction, vocational instruction, mentoring, tutoring, classes, seminars and workshops for individuals with {indicate specific condition, e.g., autism, developmental disorders, etc.}	M
041-1415	041	Education services, namely, providing mentoring, tutoring, classes, seminars and workshops in the field of {indicate field or subject matter}	X
041-1434	041	Entertainment and educational services, namely, the presentation of seminars, workshops and panel discussions, and ongoing television and radio shows all in the field of {indicate field or subject matter, e.g., music, dance, knitting, etc.}	X
041-2253	041	Arranging and conducting of symposiums in the field of {indicate specific field, e.g., wildlife rehabilitation, emergency medical practices, etc.}	A
041-2254	041	Conducting of symposiums in the field of {indicate specific field, e.g., wildlife rehabilitation, emergency medical practices, etc.}	A
041-2255	041	Arranging and conducting of workshops in the field of {indicate specific field, e.g., yoga, digital marketing, etc.}	A
041-2257	041	Conducting of workshops in the field of {indicate specific field, e.g., yoga, digital marketing, etc.}	A
041-1447	041	Educational services, namely, developing and conducting workouts, workshops, presentations, retreats, and personal training in right-brain fitness	X
041-1169	041	Entertainment services in the nature of organizing bicycle racing and exhibitions	M
041-293	041	Educational services, namely, conducting on-line exhibitions and displays and interactive exhibits in the field of {indicate subject matter or field}	X
041-1459	041	Educational services, namely, conducting informal programs in the fields of {indicate subject matter or field of programs}, using on-line activities and interactive exhibits, and printable materials distributed therewith	X
005-2161	005	Protein dietary supplements formed and packaged as bars	A
035-3047	035	Negotiation of commercial transactions for third parties	A
040-1006	040	Metal melting services	A
025-1553	025	Snowboard shoes	A
029-1877	029	Silver carps, not live	A
031-987	031	Live silver carps	A
031-988	031	Herbs, dried, for decoration	A
031-989	031	Fresh horseradish root	A
006-1768	006	Arbours of metal used as structures	A
023-322	023	Cashmere yarns	A
008-4199	008	Containers adapted for razor blades	A
012-1568	012	Wheel rims for bicycles	A
009-5724	009	Radiation sensing apparatus	A
001-2212	001	Substances for regulating growth in plants	A
001-2214	001	Chemicals for use in the manufacture of polyurethanes	A
002-569	002	Colorants for textiles	A
002-570	002	Pigments for use in the preparation of inks	A
002-571	002	Colorants for concrete	A
020-1938	020	Folding chairs	A
002-572	002	Coating compositions in the nature of paint	A
002-573	002	Solvent free paint	A
012-1569	012	Spoilers for automobiles	A
028-4327	028	Shin guards for soccer	A
030-1863	030	Caramel-coated popcorn	A
030-1864	030	Cheese-flavored biscuits	A
013-479	013	Anti-tank mines	A
013-480	013	Air-to-surfaces missiles	A
013-482	013	Infrared defence rocket warheads	A
007-4374	007	Laser drilling machines for stone working	A
011-4178	011	Sea water desalination plants	A
016-2531	016	Food waste bags of paper for household use	A
016-2532	016	Garbage bags of vinyl for household use	A
028-4328	028	Rollers for stationary exercise bicycles	A
030-1865	030	Chocolate-covered nuts	A
030-1866	030	Cream pies	A
030-1867	030	Custard tarts	A
006-1769	006	Stainless steel	A
041-2158	041	Film studio services	A
005-738	005	Antimicrobial coatings to treat the growth of mold, mildew, bacteria and fungus on various surfaces	M
016-2534	016	Book jackets	A
030-1873	030	Filled chocolates	A
009-5729	009	Laser level measuring apparatus	A
009-5730	009	Dust measuring apparatus	A
009-5731	009	Noise level meters	A
004-598	004	Solidified gases being fuels	A
030-1878	030	Starch-based candies	A
030-1881	030	Wafer dough	A
010-1862	010	Electrically operated hearing aids	A
012-1572	012	Steering wheels for automobiles	A
012-1573	012	Water bikes	A
012-1574	012	Passenger ships	A
012-1575	012	Cargo ships	A
012-1576	012	Disc brakes for land vehicles	A
012-1580	012	Gasoline engines for land vehicles	A
012-1581	012	Manual wheelchairs	A
012-1583	012	Tires for aircraft landing gear wheels	A
041-2115	041	Conducting martial arts competitions	A
033-103	033	Armagnac	D
009-3888	009	Keyboard covers [for computers, not pianos]	D
015-2410	015	Piano keyboard covers	A
009-5651	009	Disposable computer keyboard covers	A
015-2411	015	Disposable piano keyboard covers	A
025-974	025	Baby layettes for clothing	D
018-785	018	Protective suit carriers	A
018-786	018	School backpacks	A
041-2120	041	Jujutsu instruction	A
018-781	018	Leather luggage tags	A
018-784	018	Mesh bags for shopping	A
021-4603	021	Non-electric slushy makers	A
028-4296	028	Open bow sights for archery	A
030-1796	030	Ponzu	A
041-2118	041	Conducting martial arts tournaments	A
042-247	042	Drafting	D
006-1746	006	Bells for animals	A
041-2117	041	Conducting martial arts tournaments in the field of {indicate, e.g.: Karate, Jujutsu, Kendo, etc.}	A
001-2200	001	Zeolites for industrial purposes	A
002-562	002	Toner cartridges, filled, for facsimile machines	A
007-4346	007	Rice transplanting machines	A
009-5660	009	Ink cartridges, unfilled, for facsimile machines	A
009-5661	009	Mouse scanners	A
009-5662	009	Smartphone screen magnifiers	A
009-5663	009	Toner cartridges, unfilled, for facsimile machines	A
009-5044	009	Covers for personal digital assistants	A
010-354	010	Breast milk storage bottles	A
010-230	010	Bone screws	A
010-295	010	Sphincterotomes	A
014-512	014	Silver bullion	A
016-30	016	Stationery folders	A
020-1857	020	Furniture for children	A
021-560	021	Wine strainers	A
021-1147	021	Pasta serving forks	A
021-29	021	Wine bottle cradles	A
021-67	021	Swizzle sticks	A
021-1093	021	Pillar candle plates	A
028-557	028	Artificial fishing worms	A
028-874	028	Tinsel for decorating Christmas trees	A
029-556	029	Vegetable chips	A
035-3015	035	Organization of trade fairs	A
035-313	035	Displaying advertisements for others	A
041-1029	041	Rental of snowboards	A
041-158	041	Rental of motion picture films	A
041-2187	041	Rental of treadmills	A
043-2183	043	Rental of electric chocolate fountains	M
045-2610	045	Rental of bridal jewelry	X
008-4238	008	Roll-up bags for knives	A
037-1422	037	Repair and maintenance of aeroplanes	A
037-1425	037	Repair or maintenance of aircraft and provision of information relating thereto	A
037-1404	037	Advisory services relating to the installation of heating and cooling apparatus	A
003-1886	003	Aromatherapy sprays comprised of essential oils	A
005-2361	005	Deodorizing sprays for face masks	A
028-4415	028	Weighted vests for exercise	A
029-1953	029	Processed rambutans	A
031-1022	031	Rambutans, fresh	A
037-1401	037	Advisory services relating to the building and repair of airports and airport facilities	A
037-1408	037	Advisory services relating to the repair of plumbing	A
037-1412	037	Application of anti-graffiti coatings	A
037-1418	037	Installation and repair of antennas	A
037-1421	037	Maintenance and repair of airplanes	A
003-1890	003	Hair weave shampoos	A
003-1891	003	Wig conditioners	A
003-1892	003	Wig shampoo-conditioners	A
037-1402	037	Advisory services relating to the construction and repair of airports and airport facilities	A
037-1406	037	Advisory services relating to the installation of plumbing	A
037-1407	037	Advisory services relating to the maintenance of plumbing	A
037-1420	037	Maintenance and repair of air vehicles	A
037-1409	037	Aeroplane maintenance and repair	A
037-1410	037	Air vehicle maintenance and repair	A
037-1413	037	Automobile cleaning and washing	A
037-1414	037	Bathtub and bath boiler cleaning and providing information relating thereto	A
037-1415	037	Bathtub and bath boiler cleaning and provision of information relating thereto	A
037-1417	037	Cleaning and repair of boilers	A
037-1419	037	Maintenance and repair of aeroplanes	A
037-1423	037	Repair and maintenance of airplanes	A
037-1424	037	Repair or maintenance of aircraft and providing information relating thereto	A
003-1887	003	Aromatherapy sprays comprised of essential oils for use on {indicate, e.g., face masks, pillows, etc.}	A
005-2360	005	Acne treatment sprays	A
029-462	029	Preserved vegetables in oil	M
003-1888	003	Hair weave conditioners	A
003-1812	003	Non-medicated balm for hair	A
021-4595	021	Cheese graters for household purposes	A
002-558	002	Paints for marine use	A
016-2499	016	Lettering stencils	A
016-2500	016	Pens of precious metal	A
028-4283	028	Game tables for playing {specify, e.g., table tennis, basketball, soccer, etc.} games	A
007-4338	007	Power tool accessories, namely, router templates for cutting inlays	A
009-5617	009	Cables for the transmission of sounds and images	A
009-5620	009	Computer daughterboards	A
025-1529	025	Flip-flops for use as footwear	A
031-951	031	Rapeseed meal for animal consumption	A
002-551	002	Paints for industrial equipment	A
002-552	002	Paints for machinery	A
007-4341	007	Rocker arms for engines	A
002-554	002	Paints for use in manufacturing	A
002-555	002	Inks for colouring textiles	A
002-556	002	Inks for use in silk screen printing	A
002-557	002	Offset printing inks	A
037-1309	037	Consultancy relating to residential and building construction	A
037-1310	037	Consultancy services relating to the construction of buildings	A
020-1916	020	Prefabricated closet organization systems	A
042-2085	042	Providing an internet website portal featuring information in the field of urban design	A
042-2086	042	Providing an internet website portal featuring information in the field of architecture	A
042-2581	042	Providing information in the field of architecture via a website	A
044-1979	044	Providing an internet website for medical professionals and medical patients featuring medical information from remote locations via electronic patient monitoring devices that feed information to the web site that can be accessed in real-time by medical professionals for purposes of monitoring and diagnosing medical conditions	M
044-2851	044	Providing information for pet owners relating to animal health and animal behavior via a website	A
045-814	045	Provision of a web site featuring information on {indicate type(s), e.g., nomadic, religious, gender-neutral, etc.} lifestyles	M
045-815	045	Provision of a web site featuring information on fashion	A
045-841	045	Providing an interactive web site featuring personal background credential information for users to verify credentials of others	M
035-3093	035	Providing marketing information via a website	A
036-1268	036	Providing information in the field of finance via a website	A
036-1269	036	Providing financial information and financial advice via a website	A
039-869	039	Providing transportation information via a website	A
042-2582	042	Providing information on clinical studies via an interactive website	A
016-1548	016	Ink stones	A
016-373	016	Printed magazines featuring {specify type, e.g., computers, travel}	M
016-312	016	Printed monographs in the field of {indicate subject matter}	M
016-319	016	Printed newsletters in the field of {indicate subject matter}	M
016-1744	016	Printed note cards that unfold to act as worksheets for daily/monthly planners, organizers, calendars, to do lists that re-fold to make a credit card sized item that fits neatly in your wallet or pocket	M
016-1638	016	Printed notepads	M
009-5911	009	Downloadable bibles	A
009-5912	009	Pre-recorded record albums featuring music	A
007-4403	007	Binders being reaping machines	A
009-5914	009	Downloadable graphic art reproductions	A
016-111	016	Portraits	D
016-2584	016	Prints in the nature of printed photographs	A
016-1664	016	Greetings cards and postcards	D
016-1313	016	Holders for sticky tapes	A
013-128	013	Projecting apparatus for grenades, bombs, and the like	D
002-86	002	Dope for model airplanes, model cars and the like	D
002-588	002	Dope for model vehicles	A
011-1193	011	Regulating accessories for gas pipes and lines	D
041-552	041	Rental of movie projectors and their accessories	D
043-157	043	Rental of tableware, silverware, dishes, and table accessories for special events	D
043-2545	043	Rental of silverware	A
021-1168	021	Caddies for holding hair accessories for household and domestic use	A
028-1434	028	Accessory for manually-operated exercise equipment, namely, accessory attachment to increase muscle resistance	D
014-604	014	Leather jewelry boxes for jewelry and jewelry accessories	M
028-262	028	Cases for play accessories	D
012-1435	012	Cup holders for use in automobiles	M
040-496	040	Cloth dyeing	A
040-594	040	Dyeing of cloth or clothing	A
003-1849	003	Concealers for facial lines and wrinkles	A
002-574	002	Solvents for thinning paints	A
003-1850	003	Under-eye concealers	A
002-575	002	Solvents for thinning inks	A
009-5734	009	Radio frequency identification (RFID) stickers	A
009-5735	009	Contour gauges	A
002-576	002	Thickeners for inks	A
009-5738	009	Blank near field communication (NFC) stickers	A
032-385	032	Concentrated fruit juices	A
012-1566	012	Inner tubes for automobile tires	A
012-1567	012	Mudguards for automobiles	A
013-478	013	Rocket-propelled ballistic missiles	A
030-1868	030	Dried noodles	A
030-1869	030	Creme brulees	A
031-406	031	Anti-caking agent and pelleting aid sold as an integral component in finished animal feed	A
031-282	031	Aquaculture feed	A
031-384	031	Unprocessed cereal seeds	A
031-926	031	Fresh long net stinkhorn	A
031-464	031	Sod	A
031-14	031	Non-artificial turf	A
031-887	031	Anchovy, live	A
031-778	031	Sugarcane	X
031-346	031	Plantable seed paper comprised primarily of seeds for agricultural purposes	A
029-224	029	Cheese, namely, {indicate specific types, e.g., gouda, edam, cheddar, or processed}	A
031-779	031	Cereal seeds, unprocessed	X
031-448	031	Fresh matsutake mushrooms	A
029-617	029	Cheese	A
031-315	031	Animal feed	A
031-118	031	Animal litter	A
031-203	031	Aromatic sand being litter for pets	M
031-445	031	Fresh almonds	A
031-873	031	Fresh fava beans	A
031-395	031	Organic gardening kit for indoor and outdoor planting composed primarily of organic {specify types of seeds, e.g., agricultural seeds, seeds for fruit and vegetables, seeds for flowers} and also including {specify the other components of the kit}	X
031-267	031	Animal beverages	A
031-175	031	Animal embryos	A
031-324	031	Aquarium fish	A
042-2554	042	Infrastructure as a service (IAAS) services, namely, hosting servers for use by others	A
029-1928	029	St. Paulin cheese	A
041-2186	041	Providing information in the field of music by means of an Internet website portal	A
042-2555	042	Infrastructure as a service (IAAS) services, namely, hosting software for {specify the function of the software, e.g., operating virtual servers, etc.} for use by others	A
042-883	042	Providing measurements and downhole telemetry while drilling oil and gas wells	M
009-5809	009	Computer hardware with embedded operating system software	A
009-5810	009	Computer hardware with preinstalled operating system software	A
009-5811	009	Electrical leak detection hardware with embedded operating system software	A
029-1931	029	Saint-Paulin cheese	A
028-4374	028	Dice towers	A
043-2529	043	Rental of sleeping bags	A
035-3071	035	Public policy consultancy in the field of {specify field or subject matter, e.g., economics, health care, etc.}	A
040-1029	040	Consulting in the field of alternative energy generation	A
040-1030	040	Consulting in the field of energy generation	A
037-1349	037	Fueling of aircraft	A
031-744	031	Fresh mint	A
009-3501	009	Downloadable MP3 files, MP3 recordings, on-line discussion board posts, webcasts, webinars and podcasts, news, and audio books in the field of {indicate subject matter}	D
035-1207	035	Public advocacy to promote awareness of {indicate subject matter of promotion, e.g., organ transplantation, importance of education}	D
045-2661	045	Providing legal services to disadvantaged persons through public advocacy programs	A
042-992	042	Computer software consultancy	A
042-1463	042	Computer security consultancy in the field of scanning and penetration testing of computers and networks to assess information security vulnerability	A
042-1283	042	Computer security consultancy	A
028-4279	028	Free-flowing play gel	A
041-1017	041	Educational services, namely, developing curriculum for educators	A
041-777	041	Educational services, namely, developing curriculum for others in the field of {indicate field or subject matter}	A
005-2306	005	Yeast extracts for medical, veterinary or pharmaceutical purposes	A
005-2307	005	Yeast for medical, veterinary or pharmaceutical purposes	A
006-1772	006	Chromium alloys	A
006-1750	006	Window pulleys of metal	A
006-1773	006	Nickel	A
006-1774	006	Vinyl coated steel sheets	A
006-1775	006	Vinyl coated steel plates	A
007-4376	007	Refuse crushing machines	A
007-4379	007	Gas operated cutting blow pipes	A
007-4380	007	Power operated hedge trimmers	A
007-4381	007	Hydraulic hoists	A
007-4382	007	Rice husking machines	A
007-4383	007	Pneumatic nail guns	A
007-4384	007	Electric nail guns	A
007-4366	007	Metal pulleys being parts of machines	A
007-4385	007	Spring shock absorbers for machines	A
007-4386	007	Fiber blowing machines	A
007-4387	007	Fiber scutching machines	A
007-4388	007	Electric hoists	A
008-4201	008	Hand-operated grease guns	A
008-4202	008	Gardening shears	A
008-4203	008	Gardening scissors	A
009-5752	009	X-rays tubes not for medical use	A
009-5753	009	Regulators for scuba diving	A
010-1863	010	Medical tubing for transfusions	A
011-4185	011	Water filtration apparatus	A
011-4186	011	Water purification apparatus	A
